Datum,Zeit,Lot-Nr.,Subsystem,Ereignis & Massnahme,Visum
2025-02-19,16:35,30983099,52003O01,Prozessdaten NICHT verändert. Einstellungen fix!,MR
2025-02-19,15:11,30983099,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,DN
2025-02-19,20:00,30983099,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",OM
2025-02-19,16:20,30983099,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DN
2025-02-20,22:53,30983099,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",AP
2025-02-20,04:19,30983099,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",ML
2025-02-20,23:03,30983099,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,ML
2025-02-20,04:05,30983099,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",PB
2025-02-20,07:18,30983099,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",GS
2025-02-20,06:05,30983099,52003O01,"Lot-Start: Kette für PCB Cover eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",AJ
2025-02-20,09:40,30983099,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",MA
2025-02-20,12:10,30983099,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",FS
2025-02-20,08:40,30983099,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",EL
2025-02-20,06:09,30983099,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",EL
2025-02-20,14:16,30983099,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,MA
2025-02-20,15:04,30983099,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",AP
2025-02-20,16:49,30983099,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",AJ
2025-02-21,22:28,30983099,52003.001,"Lot-Start: Kette für PCB Cover eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",GS
2025-02-21,04:54,30983099,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",FS
2025-02-21,05:41,30983099,52003.001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,EL
2025-02-21,01:30,30983099,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",AP
2025-02-21,03:05,30983099,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,OM
2025-02-21,03:10,30983099,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SK
2025-02-21,11:01,30983099,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",AP
2025-02-21,07:42,30983099,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",PB
2025-02-21,09:02,30983099,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",DR
2025-02-21,19:54,30983099,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,MA
2025-02-21,16:02,30983099,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,FS
2025-02-21,21:45,30983099,52003-001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",ML
2025-02-22,22:06,30983099,52003-001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",WS
2025-02-22,00:18,30983099,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",MR
2025-02-22,23:36,30983099,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,OM
2025-02-22,23:40,30983099,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",WS
2025-02-22,03:27,30983099,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",DN
2025-02-22,23:54,30983099,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",AJ
2025-02-22,11:27,30983099,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,EL
2025-02-22,10:11,30983099,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,OM
2025-02-22,13:29,30983099,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",MA
2025-02-22,10:10,30983099,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SR
2025-02-22,08:39,30983099,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,ML
2025-02-22,18:18,30983099,52003O01,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,AJ
2025-02-22,17:50,30983099,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",ML
2025-02-22,16:23,30983099,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,ML
2025-02-23,04:25,30983099,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",AP
2025-02-23,02:53,30983099,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",SR
2025-02-23,22:13,30983099,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,PB
2025-02-23,23:21,30983099,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-02-23,10:16,30983099,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",DR
2025-02-23,08:53,30983099,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,FS
2025-02-23,07:59,30983099,52003-001,"Maschine heut' bisschen laut, nix schlimmes, läuft trotzdem.",OM
2025-02-23,12:53,30983099,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,ML
2025-02-23,19:43,30983099,52003O01,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",GS
2025-02-23,18:55,30983099,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",WS
2025-02-23,18:35,30983099,52003O01,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,MR
2025-02-23,20:15,30983099,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",SK
2025-02-23,15:20,30983099,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,WS
2025-02-24,23:23,30983099,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",OM
2025-02-24,22:18,30983099,52003-001,"Lot-Start: Kette für PCB Cover eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",GS
2025-02-24,03:14,30983099,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",EL
2025-02-24,05:59,30983099,52003.001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",WS
2025-02-24,05:56,30983099,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,SK
2025-02-24,23:27,30983099,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,WS
2025-02-24,08:57,30983099,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,FS
2025-02-24,06:04,30983099,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",PB
2025-02-24,06:20,30983099,52003-001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,GS
2025-02-24,07:06,30983099,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DR
2025-02-24,11:01,30983099,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",PB
2025-02-24,13:05,30983099,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,DR
2025-02-24,17:56,30983099,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,IS
2025-02-24,15:52,30983099,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,SK
2025-02-24,17:43,30983099,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",PB
2025-02-25,00:19,30983099,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",FS
2025-02-25,23:42,30983099,52003-001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",GS
2025-02-25,00:29,30983099,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",DN
2025-02-25,12:15,30983099,52003-001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,AP
2025-02-25,09:18,30983099,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,IS
2025-02-25,08:18,30983099,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",WS
2025-02-25,08:48,30983099,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,WS
2025-02-25,17:08,30983099,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,PB
2025-02-25,21:41,30983099,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",FS
2025-02-25,15:29,30983099,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",WS
2025-02-25,14:03,30983099,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",GS
2025-02-25,15:32,30983099,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,FS
2025-02-26,22:22,30983116,52003.001,"Lot-Start: Kette für Tube eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",OM
2025-02-26,01:06,30983116,52003.001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",MA
2025-02-26,05:12,30983116,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,PB
2025-02-26,10:50,30983116,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,ML
2025-02-26,09:23,30983116,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",SR
2025-02-26,07:46,30983116,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,MR
2025-02-26,17:05,30983116,52003-001,Nach Lotwechsel: Produktion von Tube läuft stabil.,SR
2025-02-26,20:40,30983116,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,MA
2025-02-26,18:59,30983116,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",DN
2025-02-26,16:14,30983116,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",AP
2025-02-26,21:30,30983116,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",FS
2025-02-26,18:39,30983116,52003-001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,SK
2025-02-27,23:36,30983116,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",FS
2025-02-27,00:02,30983116,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",SR
2025-02-27,04:42,30983116,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",AJ
2025-02-27,13:39,30983116,52003.001,"Lot-Beendet: Reinigung Tube, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",IS
2025-02-27,13:47,30983116,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",FS
2025-02-27,07:33,30983116,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",GS
2025-02-27,09:46,30983116,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,AJ
2025-02-27,12:35,30983116,52003-001,Nach Lotwechsel: Produktion von Tube läuft stabil.,GS
2025-02-27,09:54,30983116,52003-001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",EL
2025-02-27,21:24,30983116,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,SR
2025-02-27,17:27,30983116,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",EL
2025-02-27,16:41,30983116,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",EL
2025-02-27,19:30,30983116,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,IS
2025-02-27,19:15,30983116,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-02-27,16:36,30983116,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",IS
2025-02-28,04:54,30983116,52003-001,"Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.",IS
2025-02-28,23:37,30983116,52003O01,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",IS
2025-02-28,03:10,30983116,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,FS
2025-02-28,01:21,30983116,52003.001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,PB
2025-02-28,00:55,30983116,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",EL
2025-02-28,00:52,30983116,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",DN
2025-02-28,10:17,30983116,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,DN
2025-02-28,13:37,30983116,52003.001,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",IS
2025-02-28,12:45,30983116,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,IS
2025-02-28,10:01,30983116,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",AJ
2025-02-28,06:47,30983116,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,MA
2025-02-28,15:44,30983116,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,WS
2025-02-28,18:30,30983116,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,AJ
2025-02-28,19:32,30983116,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",MR
2025-02-28,21:20,30983116,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",ML
2025-02-28,18:54,30983116,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",SK
2025-02-28,17:18,30983116,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",GS
2025-03-01,03:16,30983116,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",AP
2025-03-01,05:16,30983116,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",DR
2025-03-01,22:42,30983116,52003-001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SR
2025-03-01,02:22,30983116,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",SK
2025-03-01,13:01,30983116,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",GS
2025-03-01,08:14,30983116,52003.001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",EL
2025-03-01,08:57,30983116,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,PB
2025-03-01,06:21,30983116,52003.001,"Lot-Start: Kette für Tube eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",GS
2025-03-01,14:15,30983116,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",IS
2025-03-01,15:11,30983116,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,AP
2025-03-01,17:31,30983116,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",ML
2025-03-02,05:56,30983116,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",AP
2025-03-02,05:11,30983116,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",MA
2025-03-02,01:31,30983116,52003-001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",IS
2025-03-02,01:30,30983116,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,WS
2025-03-02,07:22,30983116,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",AP
2025-03-02,09:51,30983116,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",PB
2025-03-02,07:11,30983116,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",IS
2025-03-02,12:22,30983116,52003O01,Nach Lotwechsel: Produktion von Tube läuft stabil.,MR
2025-03-02,18:27,30983116,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,AJ
2025-03-02,20:12,30983116,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,MA
2025-03-02,21:47,30983116,52003O01,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",FS
2025-03-02,20:44,30983116,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",AP
2025-03-03,04:44,30983116,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",WS
2025-03-03,04:20,30983116,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,PB
2025-03-03,22:45,30983116,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",SK
2025-03-03,02:09,30983116,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",EL
2025-03-03,12:11,30983116,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,OM
2025-03-03,07:35,30983116,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,AJ
2025-03-03,10:24,30983116,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MA
2025-03-03,18:08,30983116,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,OM
2025-03-03,15:13,30983116,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",SR
2025-03-03,19:18,30983116,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",FS
2025-03-03,18:14,30983116,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",GS
2025-03-03,18:29,30983116,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DN
2025-03-03,16:11,30983116,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",IS
2025-03-04,05:44,30983116,52003.001,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",OM
2025-03-04,22:05,30983116,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,SR
2025-03-04,00:45,30983116,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,MA
2025-03-04,10:15,30983116,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",WS
2025-03-04,10:08,30983116,52003O01,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,PB
2025-03-04,12:37,30983116,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,GS
2025-03-04,07:01,30983116,52003.001,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",EL
2025-03-04,11:29,30983116,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,SR
2025-03-04,19:58,30983116,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,AJ
2025-03-04,16:11,30983116,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-03-04,21:47,30983116,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SK
2025-03-04,17:22,30983116,52003-001,"Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.",MA
2025-03-04,20:14,30983116,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,AJ
2025-03-05,02:13,30983128,52003.001,Nach Lotwechsel: Produktion von Tip läuft stabil.,SR
2025-03-05,23:29,30983128,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",AP
2025-03-05,23:36,30983128,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",FS
2025-03-05,01:38,30983128,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",FS
2025-03-05,06:20,30983128,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",OM
2025-03-05,11:51,30983128,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,ML
2025-03-05,08:24,30983128,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",SK
2025-03-05,07:52,30983128,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",MA
2025-03-05,14:42,30983128,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",OM
2025-03-05,20:04,30983128,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,AP
2025-03-05,16:26,30983128,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",GS
2025-03-05,15:02,30983128,52003.001,"Maschine heut' bisschen laut, nix schlimmes, läuft trotzdem.",MA
2025-03-05,17:50,30983128,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",AJ
2025-03-05,14:51,30983128,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,FS
2025-03-06,00:05,30983128,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",FS
2025-03-06,23:21,30983128,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",MR
2025-03-06,05:22,30983128,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",WS
2025-03-06,05:14,30983128,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",GS
2025-03-06,04:04,30983128,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-03-06,04:33,30983128,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,PB
2025-03-06,06:45,30983128,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",WS
2025-03-06,10:47,30983128,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",MA
2025-03-06,06:27,30983128,52003O01,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",AP
2025-03-06,10:54,30983128,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",AP
2025-03-06,12:49,30983128,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",AJ
2025-03-06,10:47,30983128,52003.001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",EL
2025-03-06,17:53,30983128,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,AJ
2025-03-06,14:50,30983128,52003.001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,GS
2025-03-06,20:35,30983128,52003O01,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",WS
2025-03-06,20:49,30983128,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",EL
2025-03-06,19:32,30983128,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",PB
2025-03-06,21:19,30983128,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",SR
2025-03-07,00:42,30983128,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",OM
2025-03-07,01:53,30983128,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,GS
2025-03-07,04:35,30983128,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",OM
2025-03-07,00:42,30983128,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",WS
2025-03-07,02:34,30983128,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",SK
2025-03-07,06:40,30983128,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,PB
2025-03-07,06:50,30983128,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,SR
2025-03-07,09:43,30983128,52003O01,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SR
2025-03-07,10:12,30983128,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",ML
2025-03-07,12:27,30983128,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,SR
2025-03-07,20:57,30983128,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",GS
2025-03-07,17:01,30983128,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,SK
2025-03-07,16:12,30983128,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",SK
2025-03-07,18:33,30983128,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",GS
2025-03-07,19:59,30983128,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,DN
2025-03-07,16:00,30983128,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,AP
2025-03-08,22:31,30983128,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,WS
2025-03-08,02:26,30983128,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",DR
2025-03-08,02:54,30983128,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",PB
2025-03-08,01:59,30983128,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",PB
2025-03-08,03:52,30983128,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",SK
2025-03-08,11:16,30983128,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,PB
2025-03-08,12:20,30983128,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",WS
2025-03-08,07:00,30983128,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",WS
2025-03-08,09:55,30983128,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",IS
2025-03-08,07:53,30983128,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",AJ
2025-03-08,15:48,30983128,52003.001,Nach Lotwechsel: Produktion von Tip läuft stabil.,DR
2025-03-08,20:50,30983128,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",ML
2025-03-08,14:18,30983128,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",SK
2025-03-08,14:05,30983128,52003.001,"Lot-Start: Kette für Tip eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",EL
2025-03-08,20:39,30983128,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",MA
2025-03-09,03:44,30983128,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,SR
2025-03-09,01:26,30983128,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",WS
2025-03-09,01:40,30983128,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",MA
2025-03-09,05:44,30983128,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",PB
2025-03-09,01:25,30983128,52003O01,"Teileauswurf leicht verzögert, Mechanik geölt.",MA
2025-03-09,13:50,30983128,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,PB
2025-03-09,08:23,30983128,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",DR
2025-03-09,10:05,30983128,52003O01,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",AJ
2025-03-09,11:41,30983128,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",DR
2025-03-09,09:53,30983128,52003O01,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",MA
2025-03-09,11:40,30983128,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,MA
2025-03-09,18:50,30983128,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,FS
2025-03-09,20:06,30983128,52003.001,Nach Lotwechsel: Produktion von Tip läuft stabil.,DN
2025-03-09,18:09,30983128,52003O01,Prozessdaten NICHT verändert. Einstellungen fix!,OM
2025-03-09,18:16,30983128,52003-001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,PB
2025-03-09,17:06,30983128,52003O01,"Lotnummer wieder falsch, hab verbessert, passt jetz.",MA
