Datum;Zeit;Lot-Nr.;Subsystem;Ereignis & Massnahme;Visum
2024-09-12;07:59:00;351300873;52003-001;DMS-Abgleich durchgeführt;C.M.
2024-06-14;11:42:00;388300877;52003.OO1;Hochlauf durchgeführt;C.M.
2024-01-18;00:32:00;315300881;52003.001;Prozessstörung quittiert;G.L.
2024-11-22;07:04:00;331300886;52003.001;Datenspeicherung unterbrochen;E.H.
2024-03-09;12:21:00;315300887;5203.001;Verschleiss sichtbar an Auswerfer;H.K.
2024-07-25;12:58:00;386300889;52003.001;Prozessdaten gesichert;M.M.
2024-01-15;14:30:00;374300894;52003-001;Rüstzeit verkürzt;B.T.
2024-11-14;08:07:00;391300897;52003.001;Freigabe durch Engineering;C.M.
2024-06-13;22:50:00;357300899;52003.001;Messwertabweichung analysiert;N.W.
2024-12-19;08:04:00;349300901;52003.001;Prozessdaten gesichert;G.L.
2024-12-29;00:38:00;274200367;52003.001;Produktionspause eingelegt;D.R.
2024-04-03;03:48:00;386300904;52003.001;PQ abgeschlossen;A.S.
2024-01-12;11:03:00;347300906;52003.001;Sensoren neu kalibriert;E.H.
2024-05-20;12:52:00;256200374;52003.001;Reinigung Zyklus durchgeführt;D.R.
2024-12-06;16:31:00;344300908;52003.001;Werkzeug poliert (automatisch);B.T.
2024-07-10;17:03:00;320300911;52003.001;Profilabweichung erkannt;H.K.
2024-11-27;19:57:00;330300915;52003.001;Greifer musste neu eingestellt werden;D.R.
2024-11-23;20:47:00;388300918;52003.001;Verunreinigung im Werkzeug;G.L.
2024-01-31;01:33:00;318300921;52003.001;Hardware-Check erfolgreich;D.R.
2024-01-11;05:53:00;362300925;52003.001;Roboter neu initialisiert;N.W.
2024-07-08;12:21:00;315300926;52003.001;Feuchtigkeit im Granulat zu hoch;E.H.
2024-02-03;13:44:00;222200379;5203.001;Lichtschranke gereinigt;F.J.
2024-05-16;05:57:00;352300928;52003.001;Nullpunkt Justierung durchgeführt;H.K.
2024-12-10;23:17:00;358300929;52003.001;Temperaturfühler defekt;F.J.
2024-12-23;23:11:00;259200382;52003.001;Fehlerrate dokumentiert;B.T.
2024-04-30;20:59:00;376300934;52003.001;Kernbruch an Kavität 24 festgestellt;A.S.
2024-11-26;11:10:00;361300936;52003.001;Endfreigabe dokumentiert;F.J.
2024-12-06;21:25:00;329300940;52003.001;Datenspeicherung unterbrochen;H.K.
2024-05-24;13:54:00;388300941;52003.001;Produktions-Lot beendet;C.M.
2024-11-12;05:04:00;371300946;52003.001;Profilgrenzen neu gesetzt;F.J.
2024-12-19;19:20:00;365300947;52003.001;Materialeingang gestört;E.H.
2024-01-04;17:04:00;348300949;52003.001;Hardware-Check fehlgeschlagen;B.T.
2024-08-18;18:07:00;365300954;52003.001;Freigabe durch Engineering;C.M.
2024-01-30;05:50:00;311300955;52003.001;Luftstrom korrigiert;C.M.
2024-05-04;06:48:00;324300960;52003.001;Firmwareupdate erforderlich;C.M.
2024-01-01;12:13:00;333300964;52003.001;Temperaturfühler getauscht;F.J.
2024-09-02;09:08:00;354300968;52003.001;Abfallbehälter geleert;C.M.
2024-08-14;18:40:00;374300969;52003.001;Softwareupdate durchgeführt;D.R.
2024-11-04;10:40:00;335300973;52003.001;Auftragswechsel durchgeführt;M.M.
2024-08-04;16:14:00;376300975;52003.001;Zusatzkühlung eingeschaltet;N.W.
2024-06-14;19:12:00;367300978;52003.001;Zusatzkühlung eingeschaltet;N.W.
2024-06-11;03:18:00;373300982;52003.001;Abkühlzeit verkürzt;G.L.
2024-06-02;07:55:00;359300985;52003.001;Sperrzeit verlängert;D.R.
2024-12-15;15:54:00;341300989;52003.001;Manuelle Kontrolle positiv;G.L.
2024-01-15;17:28:00;333300990;52003.001;Temperaturfühler getauscht;B.T.
2024-02-14;20:32:00;335300992;5203.001;Einfallstellen sichtbar;B.T.
2024-02-06;20:38:00;378300994;52003.001;Werkzeugdaten korrigiert;B.T.
2024-06-01;12:54:00;299200392;52003.001;Visuelle Kontrolle durchgeführt;H.K.
2024-09-03;08:31:00;370300995;52003.001;Produktnummer geändert;N.W.
2024-09-19;17:20:00;230200397;52003.001;Abkühlzeit verlängert;B.T.
2024-06-20;11:39:00;273200399;52003.001;Handling neu referenziert;G.L.
2024-05-21;09:21:00;375301000;52003.001;Messwertabweichung analysiert;E.H.
2024-02-28;05:27:00;395301005;52003.001;Vibrationsalarm registriert;G.L.
2024-10-21;15:38:00;339301010;52003.001;Prozessanalyse läuft;E.H.
2024-09-14;01:49:00;261200407;52003.001;OQ gestartet;M.M.
2024-12-19;19:47:00;341301013;52003.OO1;Handling-Fehlermeldung quittiert;C.M.
2024-08-09;00:41:00;345301015;52003.001;Softwareupdate durchgeführt;F.J.
2024-09-30;18:19:00;331301018;5203.001;Produktionspause eingelegt;H.K.
2024-02-20;14:45:00;356301023;52003.001;Luftventil gewechselt;N.W.
2024-04-20;22:25:00;357301025;52003.001;Angussfaden optisch auffällig;C.M.
2024-10-30;08:49:00;313301027;52003.001;Alarmgrenze überschritten;M.M.
2024-02-17;23:05:00;326301029;52003.001;Reinigung Zyklus durchgeführt;B.T.
2024-11-10;02:22:00;269200413;52003.001;OQ gestartet;H.K.
2024-01-30;13:34:00;334301031;52003.001;Mischverhältnis fehlerhaft;C.M.
2024-08-10;21:01:00;277200418;52003.001;Angussfaden optisch auffällig;F.J.
2024-10-11;23:35:00;277200420;52003.001;Anspritzpunkt nicht entgratet;C.M.
2024-12-06;17:27:00;282200422;52003.001;Schmierintervall manuell ausgelöst;G.L.
2024-06-13;18:30:00;383301035;52003.OO1;Kühlkreislauf gereinigt;N.W.
2024-12-12;03:02:00;383301038;52003.001;Verunreinigung entfernt;H.K.
2024-03-25;06:57:00;361301043;52003.001;Spannungsschwankung festgestellt;G.L.
2024-04-10;23:33:00;219200431;52003.001;Produktions-Lot beendet;C.M.
2024-05-15;14:29:00;342301048;52003.001;Lichtschranke gereinigt;G.L.
2024-08-09;15:21:00;396301049;52003.OO1;Mischverhältnis fehlerhaft;M.M.
2024-02-19;19:01:00;389301051;52003.001;Rüstzeit verlängert;D.R.
2024-02-11;03:39:00;223200440;52003.001;Wartungsintervall überschritten;N.W.
2024-04-05;21:19:00;349301056;52003.001;Luftleck beseitigt;B.T.
2024-06-30;13:14:00;377301059;52003.001;Verschleiss sichtbar an Auswerfer;H.K.
2024-11-26;01:12:00;324301062;52003.001;Massenproduktion gestartet;D.R.
2024-04-06;16:18:00;254200442;52003.001;Hardware-Check erfolgreich;N.W.
2024-09-09;20:03:00;390301064;52003.001;Druckaufbau zu langsam;E.H.
2024-08-06;12:31:00;267200447;52003_001;Prozessanalyse läuft;F.J.
2024-03-25;08:27:00;399301066;52003.001;Verstärkung justiert;F.J.
2024-07-14;01:19:00;378301069;52003.001;Fehlerrate dokumentiert;F.J.
2024-05-25;20:07:00;241200452;52003.001;Lichtschranke gereinigt;N.W.
2024-06-29;16:24:00;359301071;52003.001;Füllstand zu niedrig;D.R.
2024-11-27;06:11:00;349301074;52003.001;Schmierintervall manuell ausgelöst;E.H.
2024-01-13;10:11:00;363301077;52003.001;Linienabweichung in Bild;N.W.
2024-11-15;11:35:00;325301079;52003.001;Produktionsstart nach Pause;N.W.
2024-02-20;20:44:00;356301080;52003.OO1;Produktions-Lot beendet;C.M.
2024-12-30;02:28:00;353301084;52003.001;Produktnummer geändert;G.L.
2024-07-13;09:59:00;372301089;52003.001;Rüstzeit verkürzt;A.S.
2024-07-03;19:18:00;331301090;52003.001;Reinigung Zyklus durchgeführt;C.M.
2024-09-17;11:26:00;384301094;52003.001;IO-Test fehlgeschlagen;H.K.
2024-03-30;09:12:00;372301097;52003.001;Werkzeugdaten korrigiert;E.H.
2024-02-11;16:58:00;314301098;52003.001;Ausschuss dokumentiert;A.S.
2024-07-25;14:04:00;340301102;52003.OO1;Hardware-Check erfolgreich;A.S.
2024-11-23;08:39:00;340301107;52003_001;Massenproduktion gestartet;B.T.
2024-03-20;11:15:00;390301111;52003.001;Kontrollintervall verkürzt;H.K.
2024-10-24;07:12:00;375301112;52003.001;Vorserie beendet;D.R.
2024-01-27;04:03:00;385301116;52003.001;IO-Test erfolgreich;N.W.
2024-08-14;19:24:00;379301120;52003_001;Kühlkreislauf verstopft;F.J.
2024-07-07;19:58:00;378301122;52003.001;Musterung erfolgreich abgeschlossen;H.K.
2024-04-13;04:15:00;241200458;52003.001;Temperaturfühler getauscht;D.R.
2024-08-24;12:27:00;325301123;52003.001;Referenzteil verglichen;A.S.
2024-04-09;04:10:00;275200465;52003.OO1;Freigabe durch Produktion;A.S.
2024-09-09;11:12:00;344301125;52003.001;Einrichter informiert;C.M.
2024-09-22;12:34:00;320301130;5203.001;Softwareupdate durchgeführt;M.M.
2024-06-10;02:56:00;277200466;52003.001;Netzwerkverbindung instabil;H.K.
2024-11-28;03:45:00;393301131;52003.001;Handling neu referenziert;M.M.
2024-08-27;17:43:00;369301136;52003.001;Alarmgrenze unterschritten;C.M.
2024-04-30;03:04:00;212200471;52003.001;Verunreinigung im Werkzeug;M.M.
2024-04-25;16:44:00;352301137;52003.001;Rutschweg kontrolliert;M.M.
2024-11-06;04:05:00;384301138;52003.001;Düse gereinigt;G.L.
2024-09-05;08:10:00;212200477;52003.001;Teilegewicht über Soll;E.H.
2024-05-03;09:10:00;396301142;52003.001;Teilekorb gewechselt;N.W.
2024-04-19;05:54:00;343301145;52003.001;Werkzeug poliert (automatisch);G.L.
2024-06-26;15:58:00;243200483;52003.001;Produktionsstart nach Pause;A.S.
2024-05-29;09:42:00;338301149;52003.001;Netzwerkverbindung instabil;A.S.
2024-01-11;21:55:00;325301153;52003.001;Teilegewicht über Soll;M.M.
2024-01-15;22:27:00;345301157;52003.001;Heizkreis abgeschaltet;F.J.
2024-01-11;14:12:00;294200488;52003.001;Verzug in Y-Richtung;D.R.
2024-04-22;05:10:00;310301159;52003-001;Prozessstabilität geprüft;B.T.
2024-01-05;03:08:00;340301163;52003.001;Rezeptparameter geladen;B.T.
2024-02-22;19:39:00;312301165;52003.001;Prozessstörung quittiert;M.M.
2024-02-19;04:26:00;246200489;52003.001;Hauptschalter neu gestartet;D.R.
2024-08-26;05:47:00;288200499;52003.OO1;Stammdaten aktualisiert;M.M.
2024-09-24;04:01:00;399301170;52003.001;Zykluszeit verlängert aufgrund Störung;A.S.
2024-01-26;13:52:00;339301173;52003.001;Trockner überprüft;H.K.
2024-10-14;04:29:00;310301175;52003.001;Sicherheitsverriegelung inaktiv;H.K.
2024-02-26;09:23:00;321301176;52003.001;Verunreinigung im Werkzeug;G.L.
2024-04-20;23:25:00;389301179;52003.001;Freigabe durch Produktion;G.L.
2024-04-16;22:59:00;383301184;52003.001;Dosierzeit unregelmässig;M.M.
2024-01-26;20:24:00;371301186;52003.001;Datenspeicherung unterbrochen;E.H.
2024-05-17;17:47:00;320301187;52003-001;Schnittstelle USB gewechselt;C.M.
2024-11-10;07:40:00;326301189;52003.001;Softwareupdate durchgeführt;E.H.
2024-04-01;09:26:00;247200509;52003.001;Schmierintervall manuell ausgelöst;F.J.
2024-05-06;21:32:00;389301191;52003.001;Freigabe durch Produktion;B.T.
2024-03-27;22:09:00;399301194;52003.001;Not-Aus quittiert;H.K.
2024-08-07;17:15:00;238200515;52003.001;Kernbruch an Kavität 24 festgestellt;G.L.
2024-04-28;04:13:00;390301196;52003.001;Produktionspause eingelegt;M.M.
2024-01-13;06:28:00;325301199;52003.001;Maschine automatisch abgeschaltet;M.M.
2024-11-30;04:11:00;393301203;52003.001;Schmierintervall automatisch ausgelöst;D.R.
2024-08-09;00:12:00;310301208;52003.001;Ersteinstellung durch Anwendungstechniker;H.K.
2024-05-18;11:21:00;310301210;52003.001;Automatischer Neustart;G.L.
2024-04-05;16:34:00;393301212;52003.001;Qualitätsabweichung erkannt;B.T.
2024-08-11;23:31:00;319301213;52003-001;Temperaturregelung optimiert;F.J.
2024-02-03;15:36:00;367301215;5203.001;Verzug in Y-Richtung;G.L.
2024-12-29;09:43:00;316301220;52003.001;Spritzzeit verlängert sich;B.T.
2024-06-23;00:39:00;322301225;52003.001;Kontrollintervall verkürzt;C.M.
2024-02-18;17:52:00;316301229;52003.001;IO-Test fehlgeschlagen;N.W.
2024-09-17;22:51:00;313301232;52003.001;Wartung durchgeführt;N.W.
2024-09-22;10:10:00;281200516;52003.001;Vorlauf geprüft;A.S.
2024-12-06;23:21:00;352301234;52003.001;Verunreinigung entfernt;H.K.
2024-09-03;04:22:00;271200524;52003.001;Etikettierung angepasst;B.T.
2024-04-05;02:50:00;247200529;52003.001;Alarmgrenze überschritten;A.S.
2024-10-15;07:25:00;217200537;52003.001;Rüstzeit verlängert;D.R.
2024-04-28;16:36:00;287200539;52003.001;Prozessstörung quittiert;F.J.
2024-03-02;20:45:00;356301237;52003_001;Nullpunkt Justierung durchgeführt;M.M.
2024-07-30;17:42:00;270200543;52003.001;Einrichter informiert;B.T.
2024-08-30;20:13:00;384301241;52003.OO1;Produkt verworfen;B.T.
2024-03-20;03:38:00;313301246;52003-001;Nacharbeit angeordnet;D.R.
2024-01-05;02:11:00;211200553;52003.001;Düse gereinigt;A.S.
2024-03-05;23:24:00;393301249;52003.001;Werkzeug poliert (automatisch);G.L.
2024-07-05;09:16:00;313301251;52003.001;Heizband defekt und ersetzt;F.J.
2024-09-21;12:34:00;375301256;52003.001;Rüstzeit verlängert;B.T.
2024-05-04;05:48:00;341301257;52003.001;Anspritzpunkt nicht entgratet;H.K.
2024-01-29;06:34:00;381301258;52003.OO1;IO-Test erfolgreich;H.K.
2024-07-15;21:52:00;395301261;52003.001;Hardware-Check erfolgreich;E.H.
2024-05-19;05:15:00;317301266;52003.001;Materialfluss gestört;A.S.
2024-04-30;13:31:00;374301269;52003.001;Heizband defekt und ersetzt;D.R.
2024-05-16;20:21:00;251200554;52003.001;Fehlwurf erkannt;A.S.
2024-06-04;23:28:00;349301270;52003.001;Nacharbeit angeordnet;D.R.
2024-12-06;05:34:00;377301274;52003.OO1;Wartung durchgeführt;N.W.
2024-10-11;11:24:00;277200560;52003.001;Vakuumfunktion überprüft;A.S.
2024-12-28;22:16:00;388301277;52003.001;Startfreigabe erhalten;B.T.
2024-11-19;16:05:00;334301278;52003.001;Glanzgradabweichung festgestellt;N.W.
2024-03-30;03:13:00;297200566;52003.001;Schnittstellenfehler quittiert;A.S.
2024-07-26;18:36:00;384301281;52003.001;Werkzeug poliert (manuell);A.S.
2024-11-19;21:18:00;341301283;52003.001;Datenspeicherung unterbrochen;E.H.
2024-02-08;07:39:00;343301288;52003.001;Anspritzpunkt nicht entgratet;M.M.
2024-04-03;13:54:00;374301293;52003.OO1;Freigabe durch Engineering;M.M.
2024-03-16;13:43:00;370301298;52003.OO1;Zykluszeit verlängert aufgrund Störung;N.W.
2024-02-26;21:00:00;326301299;52003.001;Trichterheizung angepasst;C.M.
2024-05-12;16:50:00;325301304;52003.001;Manuelle Kontrolle negativ;B.T.
2024-05-28;19:14:00;313301309;52003.001;Teilekorb gewechselt;F.J.
2024-04-26;15:59:00;326301314;52003.001;Freigabe durch Engineering;D.R.
2024-12-02;15:43:00;298200575;52003.001;Verunreinigung im Werkzeug;B.T.
2024-10-31;02:02:00;343301318;52003.001;Reinigung Zyklus durchgeführt;B.T.
2024-05-31;03:53:00;315301322;52003-001;Prozessdaten gesichert;H.K.
2024-11-17;00:18:00;397301324;52003.001;Temperaturregelung optimiert;F.J.
2024-11-22;10:06:00;357301328;52003.001;Kühlkreislauf gereinigt;F.J.
2024-02-28;00:44:00;361301332;52003.001;Netzwerkverbindung instabil;D.R.
2024-06-11;07:35:00;354301333;52003.001;Schnittstelle Ethernet aktiviert;A.S.
2024-11-19;21:49:00;352301337;52003.001;Schnittstelle USB gewechselt;E.H.
2024-07-14;06:31:00;337301341;5203.001;Vibrationsalarm registriert;F.J.
2024-05-27;16:28:00;328301346;52003.001;Heizzone abgeschaltet;D.R.
2024-08-10;23:29:00;283200584;52003.OO1;Luftstrom korrigiert;A.S.
2024-05-31;04:28:00;384301350;52003.001;Visuelle Kontrolle durchgeführt;C.M.
2024-04-24;19:27:00;233200585;52003.001;Startfreigabe erhalten;B.T.
2024-04-20;01:14:00;341301354;52003.001;Rezeptparameter geladen;G.L.
2024-09-15;20:13:00;390301359;52003.OO1;Datenlogging aktiviert;C.M.
2024-07-03;00:27:00;384301362;52003.001;Energieverbrauch erhöht;M.M.
2024-05-19;06:17:00;265200595;52003.001;Schnittstelle USB gewechselt;F.J.
2024-05-14;21:52:00;399301366;52003.001;Hochlauf durchgeführt;F.J.
2024-09-01;19:20:00;388301367;52003.001;Reinigung Zyklus durchgeführt;A.S.
2024-11-26;03:29:00;387301371;52003-001;Kontrollintervall verkürzt;F.J.
2024-03-06;21:15:00;369301374;52003.OO1;Schnittstelle Ethernet aktiviert;D.R.
2024-07-30;23:07:00;365301376;52003.001;Temperaturgrenzen angepasst;C.M.
2024-03-28;20:15:00;338301380;52003_001;Luftstrom korrigiert;F.J.
2024-10-15;22:39:00;330301384;52003.001;Handling-Fehlermeldung quittiert;D.R.
2024-04-23;01:13:00;395301385;52003.001;Sicherheitsverriegelung inaktiv;E.H.
2024-05-23;08:27:00;276200596;52003-001;Nachbearbeitung notwendig;E.H.
2024-03-28;00:01:00;228200600;52003.001;Manuelle Kontrolle positiv;G.L.
2024-02-09;10:58:00;275200609;52003.001;Anspritzpunkt nicht entgratet;F.J.
2024-12-23;23:18:00;322301390;52003.001;Datenspeicherung unterbrochen;B.T.
2024-12-14;20:57:00;351301391;52003_001;Heisskanal neu abgestimmt;H.K.
2024-10-28;19:45:00;274200610;52003.001;Produktions-Lot gestartet;B.T.
2024-02-18;00:57:00;329301394;52003.001;Vorlauf geprüft;B.T.
2024-05-28;10:29:00;322301398;52003.001;Kühlkreislauf verstopft;H.K.
2024-01-26;13:15:00;357301401;52003.001;Kernbruch an Kavität 24 festgestellt;H.K.
2024-06-21;00:48:00;359301403;52003.001;Mischverhältnis fehlerhaft;B.T.
2024-01-05;02:57:00;390301404;52003.001;Freigabe durch Produktion;N.W.
2024-05-23;06:07:00;396301409;52003.OO1;Werkzeugdaten korrigiert;C.M.
2024-06-27;12:14:00;399301410;52003.001;Anspritzpunkt nicht entgratet;E.H.
2024-03-03;02:28:00;361301414;52003.001;IO-Test fehlgeschlagen;N.W.
2024-03-22;01:27:00;355301418;52003.001;Versatz im Werkzeug festgestellt;M.M.
2024-10-09;02:21:00;341301419;52003.001;Teilposition angepasst;F.J.
2024-12-01;05:52:00;323301422;52003.001;Hochlauf durchgeführt;C.M.
2024-07-31;14:11:00;313301425;52003.001;Teilposition angepasst;D.R.
2024-01-30;00:35:00;337301428;52003.001;Sperrzeit reduziert;M.M.
2024-09-03;14:29:00;368301433;52003.001;Teilezählung angepasst;B.T.
2024-07-24;13:18:00;351301438;52003.001;Hochlauf durchgeführt;A.S.
2024-08-24;23:08:00;381301442;52003.001;PQ abgeschlossen;F.J.
2024-10-20;00:10:00;330301443;5203.001;Vorserie gestartet;C.M.
2024-12-05;08:27:00;228200617;52003.001;Abkühlzeit verkürzt;H.K.
2024-01-22;08:57:00;374301446;52003.001;Spritzzeit verlängert sich;N.W.
2024-09-15;19:24:00;368301451;52003.001;Freigabe durch Produktion;E.H.
2024-06-28;00:29:00;318301454;52003.001;Kühlkreislauf verstopft;E.H.
2024-07-14;21:48:00;364301455;52003.001;DMS-Abgleich durchgeführt;A.S.
2024-08-31;16:12:00;359301458;52003_001;OQ abgeschlossen;C.M.
2024-08-09;13:23:00;367301462;52003.001;Einrichter informiert;H.K.
2024-04-03;04:44:00;366301464;52003.001;Rezeptparameter geladen;A.S.
2024-01-08;10:29:00;252200626;52003.001;Nachbearbeitung notwendig;B.T.
2024-01-14;09:27:00;389301468;52003.001;Teilentnahme verzögert;E.H.
2024-03-13;18:14:00;352301472;52003.001;Zusatzkühlung eingeschaltet;A.S.
2024-07-22;16:33:00;246200628;52003.001;Luftventil gewechselt;F.J.
2024-07-21;19:45:00;338301474;52003.001;DMS-Abgleich durchgeführt;F.J.
2024-12-05;03:14:00;328301478;52003.001;Vibrationsalarm registriert;F.J.
2024-09-03;20:59:00;314301483;52003.001;Vorserie beendet;D.R.
2024-09-30;06:24:00;357301485;52003.001;Heisskanaltemperatur instabil;M.M.
2024-10-07;05:43:00;316301490;52003.001;Werkzeug poliert (manuell);C.M.
2024-01-11;10:47:00;327301495;52003.001;Spritzzeit verlängert sich;D.R.
2024-10-21;13:56:00;344301497;52003.001;Spritzzeit verlängert sich;G.L.
2024-05-21;17:49:00;313301500;52003.001;Anspritzpunkt nicht entgratet;H.K.
2024-07-21;00:08:00;245200632;52003.001;Luftstrom korrigiert;D.R.
2024-09-23;00:44:00;316301503;52003.001;Referenzteil verglichen;H.K.
2024-03-31;19:24:00;257200636;52003.001;Produktionsstopp auf Bedienerwunsch;N.W.
2024-01-15;17:34:00;320301507;52003.001;Heisskanal neu abgestimmt;N.W.
2024-02-19;11:35:00;319301510;52003.001;Datenlogging aktiviert;N.W.
2024-10-30;04:31:00;383301511;52003.001;Abfallbehälter geleert;C.M.
2024-10-03;07:55:00;386301513;52003.001;Not-Aus quittiert;F.J.
2024-06-04;12:24:00;314301516;52003.001;Feuchtigkeit im Granulat zu hoch;G.L.
2024-03-11;00:23:00;351301521;52003.001;Fehlerspeicher ausgelesen;E.H.
2024-05-08;08:10:00;373301526;52003.001;Werkzeug poliert (automatisch);F.J.
2024-02-19;13:45:00;341301527;52003.001;Firmwareupdate erforderlich;C.M.
2024-11-07;09:08:00;317301528;52003.OO1;Hochlauf durchgeführt;B.T.
2024-07-09;01:19:00;398301531;52003.001;Not-Aus betätigt;A.S.
2024-09-05;16:31:00;325301535;52003.001;Prozessstabilität geprüft;G.L.
2024-10-25;01:45:00;397301540;52003-001;Anlage lief ohne Teile;C.M.
2024-03-25;23:04:00;347301541;5203.001;Materialfluss gestört;G.L.
2024-10-21;13:11:00;313301545;52003.001;Speicherplatz kritisch;E.H.
2024-06-05;23:10:00;228200644;52003.001;Firmwareupdate erforderlich;E.H.
2024-04-17;16:54:00;391301549;52003.001;Luftstrom korrigiert;M.M.
2024-05-24;14:47:00;379301552;52003.001;Materialwechsel durchgeführt;C.M.
2024-06-12;22:22:00;329301554;52003.001;Kühlkreislauf verstopft;D.R.
2024-01-13;07:29:00;215200648;52003.001;Verzug in X-Richtung;A.S.
2024-12-06;01:44:00;359301555;52003.001;Linienabweichung in Bild;H.K.
2024-08-09;03:41:00;326301560;5203.001;Vorserie gestartet;F.J.
2024-06-13;21:15:00;399301565;52003_001;Prozessstabilität geprüft;E.H.
2024-01-26;08:09:00;310301567;52003.001;Schnittstelle USB gewechselt;A.S.
2024-11-24;03:30:00;397301571;52003.001;Prozessdaten gesichert;G.L.
2024-08-14;08:45:00;373301572;52003.001;Teilegewicht unter Soll;M.M.
2024-07-14;21:22:00;358301576;52003.001;Nacharbeit angeordnet;M.M.
2024-11-22;21:55:00;346301579;52003.001;Zählwerk zurückgesetzt;H.K.
2024-08-26;12:29:00;388301583;52003.OO1;Angussfaden optisch auffällig;G.L.
2024-07-20;04:59:00;394301585;52003.001;Qualitätsabweichung erkannt;B.T.
2024-07-18;01:17:00;263200657;5203.001;Speicherplatz kritisch;H.K.
2024-06-08;20:37:00;366301587;52003.001;Kameraaufnahme gespeichert;D.R.
2024-01-30;01:53:00;333301588;52003-001;Datenlogging aktiviert;N.W.
2024-01-12;08:37:00;320301592;52003.001;Automatischer Neustart;B.T.
2024-07-22;21:33:00;321301596;52003.001;Teilezählung angepasst;F.J.
2024-12-04;11:59:00;350301601;52003.001;Werkzeugdaten korrigiert;N.W.
2024-06-10;04:58:00;396301604;52003.001;Abkühlzeit verkürzt;F.J.
2024-10-27;10:46:00;222200663;52003-001;Prozessstabilität geprüft;M.M.
2024-01-01;14:18:00;334301607;52003.001;Einrichter informiert;D.R.
2024-01-24;19:54:00;371301610;52003.001;Freigabe durch Engineering;B.T.
2024-03-30;08:40:00;359301612;52003.001;Produktionspause eingelegt;N.W.
2024-01-14;13:15:00;318301613;5203.001;Manuelle Kontrolle positiv;F.J.
2024-01-11;02:12:00;320301616;52003.001;Not-Aus betätigt;M.M.
2024-06-11;18:01:00;389301617;52003.001;Oberfläche weist Tigerstreifen auf;M.M.
2024-06-11;02:18:00;337301618;52003.001;Schmierintervall automatisch ausgelöst;N.W.
2024-10-10;21:59:00;311301623;52003.001;Ersteinstellung durch Anwendungstechniker;H.K.
2024-07-19;00:28:00;324301628;52003.001;Druckaufbau zu langsam;H.K.
2024-12-24;11:10:00;343301632;52003.001;Werkzeug ausgebaut zur Reinigung;H.K.
2024-01-09;02:08:00;334301634;52003.001;Luftleck beseitigt;D.R.
2024-07-16;08:56:00;379301636;52003.001;Prozessstörung quittiert;G.L.
2024-12-24;09:40:00;393301637;52003.001;Vorserie beendet;E.H.
2024-11-27;03:56:00;282200664;52003.001;Kamerasystem neu gestartet;A.S.
2024-10-06;23:09:00;395301639;52003.001;Temperaturgrenzen angepasst;C.M.
2024-03-01;14:05:00;389301642;52003.001;Lichtschranke verschmutzt;M.M.
2024-10-18;07:43:00;397301645;52003.001;Fehlteil durch Sensor detektiert;G.L.
2024-03-13;02:10:00;372301647;52003.001;Not-Aus quittiert;H.K.
2024-08-11;13:23:00;335301648;52003.001;Vorlauf geprüft;B.T.
2024-03-05;11:47:00;259200669;52003.001;Temperaturfühler defekt;G.L.
2024-12-20;04:02:00;397301649;52003.001;Etikettierung angepasst;M.M.
2024-01-23;17:40:00;386301654;52003.001;Rezeptparameter geladen;G.L.
2024-12-13;22:25:00;346301656;52003.001;Heizkreis abgeschaltet;C.M.
2024-10-14;13:43:00;389301657;52003.001;Materialförderung gestoppt;N.W.
2024-09-21;21:18:00;381301661;52003.001;Temperaturfühler defekt;D.R.
2024-03-26;20:55:00;247200672;52003.001;Maschine automatisch abgeschaltet;H.K.
2024-11-26;13:03:00;360301664;52003.001;Verunreinigung im Werkzeug;A.S.
2024-07-02;14:27:00;393301667;5203.001;Temperaturfühler getauscht;G.L.
2024-08-29;08:36:00;354301669;52003.001;Fehlteil durch Sensor detektiert;F.J.
2024-04-23;05:26:00;355301672;52003.001;Kavitäten gesperrt;N.W.
2024-07-24;15:26:00;382301677;52003.001;Versatz im Werkzeug festgestellt;H.K.
2024-09-02;02:38:00;316301682;52003.001;Verstärkung justiert;B.T.
2024-10-02;18:34:00;379301686;52003.001;Produkt verworfen;N.W.
2024-02-15;05:18:00;325301690;52003.001;Schmierintervall automatisch ausgelöst;C.M.
2024-06-19;03:02:00;327301691;52003.001;Abkühlzeit verkürzt;E.H.
2024-04-04;21:52:00;320301693;52003.001;Fehlwurf erkannt;C.M.
2024-06-30;18:23:00;383301696;52003.001;Heizzone abgeschaltet;N.W.
2024-07-24;05:06:00;315301697;52003.001;Zählwerk zurückgesetzt;D.R.
2024-10-09;20:02:00;392301698;52003.OO1;Vibrationsalarm registriert;C.M.
2024-04-19;15:22:00;385301703;52003.001;Materialwechsel durchgeführt;M.M.
2024-08-11;09:41:00;314301704;52003.001;Temperaturgrenzen angepasst;G.L.
2024-02-26;08:48:00;372301709;52003.001;Spritzdruckabweichung festgestellt;M.M.
2024-09-20;09:04:00;240200677;52003.001;OQ abgeschlossen;N.W.
2024-02-12;07:36:00;294200687;52003.001;Teilekorb gewechselt;C.M.
2024-12-07;22:09:00;315301712;52003.001;Dosierzeit unregelmässig;E.H.
2024-06-15;08:59:00;285200697;5203.001;Temperaturfühler getauscht;B.T.
2024-08-07;00:53:00;327301715;52003.001;Linienabweichung in Bild;B.T.
2024-06-15;15:24:00;389301716;52003.001;Handling-Fehlermeldung quittiert;G.L.
